,class,GodClass
0,com.zaxxer.hikari.pool.PostgresTest.PostgresWorkerThread,0.0
1,com.zaxxer.hikari.mocks.StubDataSource,0.0
2,com.zaxxer.hikari.pool.TestConnections.OverrideHandler,0.0
3,com.zaxxer.hikari.util.ClockSourceTest,0.0
4,com.zaxxer.hikari.util.PropertyElf,0.0
5,com.zaxxer.hikari.pool.ConcurrentCloseConnectionTest,0.0
6,com.zaxxer.hikari.pool.PoolBase.NopMetricsTrackerDelegate,0.0
7,com.zaxxer.hikari.util.TestFastList.Base,0.0
8,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactory,0.0
9,com.zaxxer.hikari.pool.IsolationTest,0.0
10,com.zaxxer.hikari.pool.ShutdownTest,0.0
11,com.zaxxer.hikari.mocks.StubPoolStats,0.0
12,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,0.0
13,com.zaxxer.hikari.util.TestFastList.Base2,0.0
14,com.zaxxer.hikari.pool.ProxyPreparedStatement,0.0
15,com.zaxxer.hikari.pool.ConcurrentCloseConnectionTest.1,0.0
16,com.zaxxer.hikari.mocks.StubResultSet,0.0
17,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactoryTest,0.0
18,com.zaxxer.hikari.pool.PostgresTest,0.0
19,com.zaxxer.hikari.pool.ConnectionPoolSizeVsThreadsTest.Counts,0.0
20,com.zaxxer.hikari.pool.TestIsRunning,0.0
21,com.zaxxer.hikari.pool.TestConnectionCloseBlocking,0.0
22,com.zaxxer.hikari.pool.MetricsTrackerTest.StubMetricsTracker,0.0
23,com.zaxxer.hikari.mocks.TestObject,0.0
24,com.zaxxer.hikari.pool.ProxyConnection.ClosedConnection,0.0
25,com.zaxxer.hikari.pool.ConnectionPoolSizeVsThreadsTest,0.0
26,com.zaxxer.hikari.mocks.MockDataSource.1,0.0
27,com.zaxxer.hikari.HikariDataSource,0.0
28,com.zaxxer.hikari.pool.HikariPool.HouseKeeper,0.0
29,com.zaxxer.hikari.pool.TestSaturatedPool830,0.0
30,com.zaxxer.hikari.pool.TestValidation,0.0
31,com.zaxxer.hikari.pool.HikariPool,1.0
32,com.zaxxer.hikari.pool.ProxyResultSet,0.0
33,com.zaxxer.hikari.mocks.MockDataSource,0.0
34,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerTest,0.0
35,com.zaxxer.hikari.pool.TestConnections.StubDataSourceWithErrorSwitch,0.0
36,com.zaxxer.hikari.HikariConfigMXBean,0.0
37,com.zaxxer.hikari.util.SuspendResumeLock.1,0.0
38,com.zaxxer.hikari.util.UtilityElf,0.0
39,com.zaxxer.hikari.pool.PoolBase.IMetricsTrackerDelegate,0.0
40,com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTracker,0.0
41,com.zaxxer.hikari.pool.HikariPool.PoolInitializationException,0.0
42,com.zaxxer.hikari.pool.ProxyCallableStatement,0.0
43,com.zaxxer.hikari.metrics.PoolStats,0.0
44,com.zaxxer.hikari.util.ClockSource,0.0
45,com.zaxxer.hikari.metrics.prometheus.HikariCPCollectorTest,0.0
46,com.zaxxer.hikari.pool.JdbcDriverTest,0.0
47,com.zaxxer.hikari.osgi.OSGiBundleTest,0.0
48,com.zaxxer.hikari.pool.TestConnections,1.0
49,com.zaxxer.hikari.util.TomcatConcurrentBagLeakTest,0.0
50,com.zaxxer.hikari.pool.ProxyLeakTaskFactory,0.0
51,com.zaxxer.hikari.pool.RampUpDown,0.0
52,com.zaxxer.hikari.metrics.dropwizard.CodahaleMetricsTrackerFactory,0.0
53,com.zaxxer.hikari.util.DriverDataSource,0.0
54,com.zaxxer.hikari.util.TomcatConcurrentBagLeakTest.PoolEntry,0.0
55,com.zaxxer.hikari.pool.PoolBase,0.0
56,com.zaxxer.hikari.pool.HikariPool.PoolEntryCreator,0.0
57,com.zaxxer.hikari.util.TestFastList.1Foo,0.0
58,com.zaxxer.hikari.pool.TestConcurrentBag,0.0
59,com.zaxxer.hikari.pool.TestJNDI,0.0
60,com.zaxxer.hikari.pool.PoolEntry,0.0
61,com.zaxxer.hikari.pool.TestMetrics.3,0.0
62,com.zaxxer.hikari.util.PropertyElfTest,0.0
63,com.zaxxer.hikari.pool.TestMetrics.2,0.0
64,com.zaxxer.hikari.pool.TestMetrics.1,0.0
65,com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTrackerTest,0.0
66,com.zaxxer.hikari.mocks.StubConnection,0.0
67,com.zaxxer.hikari.pool.PoolBase.SynchronousExecutor,0.0
68,com.zaxxer.hikari.mocks.StubDriver,0.0
69,com.zaxxer.hikari.hibernate.HikariConnectionProvider,0.0
70,com.zaxxer.hikari.pool.ProxyDatabaseMetaData,0.0
71,com.zaxxer.hikari.datasource.TestSealedConfig,0.0
72,com.zaxxer.hikari.util.FastList,0.0
73,com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTrackerTest,0.0
74,com.zaxxer.hikari.pool.PoolBase.ConnectionSetupException,0.0
75,com.zaxxer.hikari.mocks.StubPreparedStatement,0.0
76,com.zaxxer.hikari.util.JavassistProxyFactory,0.0
77,com.zaxxer.hikari.pool.HikariPool.KeepaliveTask,0.0
78,com.zaxxer.hikari.pool.HikariPool.MaxLifetimeTask,0.0
79,com.zaxxer.hikari.pool.TestConnectionCloseBlocking.CustomMockDataSource.1,0.0
80,com.zaxxer.hikari.pool.HouseKeeperCleanupTest,0.0
81,com.zaxxer.hikari.pool.MetricsTrackerTest,0.0
82,com.zaxxer.hikari.metrics.dropwizard.CodahaleHealthChecker.Connection99Percent,0.0
83,com.zaxxer.hikari.pool.ProxyStatement,0.0
84,com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker,0.0
85,com.zaxxer.hikari.pool.TestConnectionCloseBlocking.CustomMockDataSource,0.0
86,com.zaxxer.hikari.util.ConcurrentBag,0.0
87,com.zaxxer.hikari.pool.ConnectionRaceConditionTest.1,0.0
88,com.zaxxer.hikari.util.FastList.1,0.0
89,com.zaxxer.hikari.util.TestFastList,0.0
90,com.zaxxer.hikari.pool.ConnectionRaceConditionTest,0.0
91,com.zaxxer.hikari.pool.MiscTest,0.0
92,com.zaxxer.hikari.pool.ProxyLeakTask,0.0
93,com.zaxxer.hikari.util.ConcurrentBag.IBagStateListener,0.0
94,com.zaxxer.hikari.metrics.MetricsTrackerFactory,0.0
95,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactoryTest,0.0
96,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker,0.0
97,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactoryTest.1,0.0
98,com.zaxxer.hikari.util.UtilityElfTest,0.0
99,com.zaxxer.hikari.hibernate.HikariConfigurationUtil,0.0
100,com.zaxxer.hikari.pool.ShutdownTest.3,0.0
101,com.zaxxer.hikari.util.ClockSource.Factory,0.0
102,com.zaxxer.hikari.pool.ShutdownTest.2,0.0
103,com.zaxxer.hikari.pool.ShutdownTest.1,0.0
104,com.zaxxer.hikari.pool.TestConnections.1BadConnection,0.0
105,com.zaxxer.hikari.mocks.StubStatement,0.0
106,com.zaxxer.hikari.util.UtilityElf.DefaultThreadFactory,0.0
107,com.zaxxer.hikari.pool.TestJNDI.BogusContext,0.0
108,com.zaxxer.hikari.SQLExceptionOverride,0.0
109,com.zaxxer.hikari.pool.TestMetrics,0.0
110,com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTrackerFactory,0.0
111,com.zaxxer.hikari.pool.TestConnectionTimeoutRetry,0.0
112,com.zaxxer.hikari.pool.TestElf.FauxWebClassLoader,0.0
113,com.zaxxer.hikari.HikariJNDIFactory,0.0
114,com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate,0.0
115,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactory.RegistrationStatus,0.0
116,com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry,0.0
117,com.zaxxer.hikari.pool.TestProxies,0.0
118,com.zaxxer.hikari.metrics.dropwizard.CodahaleHealthChecker.ConnectivityHealthCheck,0.0
119,com.zaxxer.hikari.util.ClockSource.NanosecondClockSource,0.0
120,com.zaxxer.hikari.util.TestFastList.1Bar,0.0
121,com.zaxxer.hikari.mocks.StubBaseConnection,0.0
122,com.zaxxer.hikari.pool.UnwrapTest,0.0
123,com.zaxxer.hikari.pool.TestElf.StringAppender,0.0
124,com.zaxxer.hikari.util.SuspendResumeLock,0.0
125,com.zaxxer.hikari.pool.TestElf,0.0
