file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\select\Evaluator.java,org.jsoup.select.Evaluator.MatchText,0.0,0.5,0.0,0.0,-1.0,-1.0,0.0,768,innerclass,2,0,6,0.0,0.0,15,0,7,0,0,2,4
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\parser\TokeniserState.java,org.jsoup.parser.TokeniserState.66,0.0,1.0,0.0,3.0,1.0,-1.0,0.0,1600,anonymous,1,0,2,,0.0,17,0,3,0,0,1,3
C:\Users\syuuj\gitProject\jsoup\src\test\java\org\jsoup\nodes\CommentTest.java,org.jsoup.nodes.CommentTest,0.0,-1.0,7.0,1.0,0.125,-1.0,1.0,8,class,1,0,8,0.71428573,0.5,42,0,21,0,2,7,7
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\helper\Validate.java,org.jsoup.helper.Validate,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,8,class,1,43,2,0.0,0.0,40,0,2,0,0,13,25
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\select\StructuralEvaluator.java,org.jsoup.select.StructuralEvaluator.ImmediatePreviousSibling,0.0,0.5,0.0,2.0,1.0,-1.0,0.0,122,innerclass,3,0,3,0.0,0.0,13,0,3,0,0,3,5
C:\Users\syuuj\gitProject\jsoup\src\test\java\org\jsoup\select\TraversorTest.java,org.jsoup.select.TraversorTest.4,0.0,-1.0,4.0,0.0,0.0,-1.0,1.0,83,anonymous,1,0,2,0.0,0.0,8,0,2,0,0,2,4
C:\Users\syuuj\gitProject\jsoup\src\test\java\org\jsoup\integration\SafelistExtensionTest.java,org.jsoup.integration.SafelistExtensionTest,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,15,class,2,0,5,,0.0,24,0,4,1,0,1,1
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\parser\TokeniserState.java,org.jsoup.parser.TokeniserState.55,0.0,1.0,3.0,7.0,0.7,-1.0,1.0,1232,anonymous,1,0,2,,0.0,38,0,5,0,0,1,10
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\parser\TokeniserState.java,org.jsoup.parser.TokeniserState.21,0.0,1.0,0.0,2.0,1.0,-1.0,0.0,325,anonymous,1,0,2,,0.0,11,0,4,0,0,1,2
C:\Users\syuuj\gitProject\jsoup\src\main\java\org\jsoup\parser\TokeniserState.java,org.jsoup.parser.TokeniserState.14,0.0,1.0,0.0,2.0,1.0,-1.0,0.0,261,anonymous,1,0,2,,0.0,12,0,5,0,0,1,2
