,class,GodClass
0,retrofit.MockRestAdapter.MockRxSupport,0.0
1,retrofit.mime.MimeHelper,0.0
2,retrofit.mime.TypedFile,0.0
3,retrofit.converter.GsonConverter.JsonTypedOutput,0.0
4,retrofit.RestMethodInfoTest.73Example,0.0
5,retrofit.RestAdapterTest.Example,0.0
6,retrofit.MockRestAdapterTest.1MockAsyncCallbackSubtypeExample,0.0
7,retrofit.RxSupport.Invoker,0.0
8,retrofit.RestMethodInfoTest.71Example,0.0
9,retrofit.MockRestAdapterTest.3MockAsyncExample,0.0
10,retrofit.mime.TypedByteArray,0.0
11,retrofit.client.ApacheClient.TypedOutputEntity,0.0
12,retrofit.client.UrlConnectionClientTest.1,0.0
13,retrofit.RestMethodInfoTest.38Example,0.0
14,retrofit.RestMethodInfoTest.36Example,0.0
15,com.example.retrofit.GitHubClient,0.0
16,retrofit.RestMethodInfoTest.32Example,0.0
17,retrofit.RestMethodInfoTest.34Example,0.0
18,retrofit.MockRestAdapterTest.1MockSyncExample,0.0
19,retrofit.Platform.Base,0.0
20,retrofit.MockRestAdapterTest,0.0
21,retrofit.RestAdapter.Builder.4,0.0
22,retrofit.RestMethodInfo.RequestType,0.0
23,retrofit.RestMethodInfoTest.30Example,0.0
24,retrofit.MockRestAdapterTest.11,0.0
25,retrofit.MockRestAdapterTest.10,0.0
26,retrofit.MockRestAdapterTest.12,0.0
27,retrofit.RestMethodInfoTest.3,0.0
28,retrofit.RestMethodInfoTest.2,0.0
29,retrofit.RestMethodInfoTest.1,0.0
30,retrofit.client.OkClient,0.0
31,retrofit.MockRestAdapterTest.1,0.0
32,retrofit.MockRestAdapterTest.2,0.0
33,retrofit.MockRestAdapterTest.3,0.0
34,retrofit.MockRestAdapterTest.4,0.0
35,retrofit.RestMethodInfoTest.66Example,0.0
36,retrofit.MockRestAdapterTest.5,0.0
37,retrofit.MockRestAdapterTest.6,0.0
38,retrofit.converter.WireConverterTest,0.0
39,retrofit.MockRestAdapterTest.7,0.0
40,retrofit.MockRestAdapterTest.8,0.0
41,retrofit.MockRestAdapterTest.9,0.0
42,retrofit.ErrorHandler,0.0
43,retrofit.ErrorHandlerTest.ExampleClient,0.0
44,retrofit.mime.FormUrlEncodedTypedOutput,0.0
45,retrofit.mime.TypedInput,0.0
