file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\mybatis-3\.mvn\wrapper\MavenWrapperDownloader.java,MavenWrapperDownloader,0,-1,15,5,0.25,-1,6,21,MavenWrapperDownloader,class,1,1,2,,0.6,72,0,20,0,5,2,11
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\session\SqlSessionTest.java,org.apache.ibatis.session.SqlSessionTest$819,0,0,0,0,-1,-1,0,819,org.apache.ibatis.session.SqlSessionTest$819,anonymous,1,0,0,,0,14,0,1,0,0,0,1
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\submitted\parent_reference_3level\Comment.java,org.apache.ibatis.submitted.parent_reference_3level.Comment,0,-1,0,8,1,-1,0,18,org.apache.ibatis.submitted.parent_reference_3level.Comment,class,1,2,1,0.2,0.6666667,29,0,0,0,3,6,8
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\session\SqlSessionTest.java,org.apache.ibatis.session.SqlSessionTest$819$819,0,0,0,0,-1,-1,0,819,org.apache.ibatis.session.SqlSessionTest$819$819,anonymous,1,0,0,,0,9,0,1,0,0,0,1
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\submitted\extendresultmap\TestModel.java,org.apache.ibatis.submitted.extendresultmap.TestModel,0,-1,2,14,0.875,-1,1,18,org.apache.ibatis.submitted.extendresultmap.TestModel,class,1,3,1,0.7777778,0.33333334,48,0,3,0,2,9,20
C:\Users\syuuj\gitProject\mybatis-3\src\main\java\org\apache\ibatis\executor\resultset\DefaultResultSetHandler.java,org.apache.ibatis.executor.resultset.DefaultResultSetHandler$UnMappedColumnAutoMapping,0,-1,0,4,1,-1,0,106,org.apache.ibatis.executor.resultset.DefaultResultSetHandler$UnMappedColumnAutoMapping,innerclass,1,0,1,,0,12,0,0,0,4,1,1
C:\Users\syuuj\gitProject\mybatis-3\src\main\java\org\apache\ibatis\mapping\ParameterMap.java,org.apache.ibatis.mapping.ParameterMap$Builder,0,-1,6,1,0.14285715,-1,1,35,org.apache.ibatis.mapping.ParameterMap$Builder,innerclass,1,0,3,0,0,15,0,1,0,1,3,3
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\submitted\no_param_type\NoParamTypeTest.java,org.apache.ibatis.submitted.no_param_type.NoParamTypeTest$ObjA,0,-1,0,4,1,-1,0,70,org.apache.ibatis.submitted.no_param_type.NoParamTypeTest$ObjA,innerclass,1,0,0,0.33333334,0.5,16,0,0,0,2,4,4
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\reflection\ReflectorTest.java,org.apache.ibatis.reflection.ReflectorTest$1Bean,0,-1,0,0,-1,-1,0,293,org.apache.ibatis.reflection.ReflectorTest$1Bean,innerclass,1,0,0,0,0,10,0,0,0,0,3,3
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\submitted\xml_external_ref\MultipleReverseIncludeTest.java,org.apache.ibatis.submitted.xml_external_ref.MultipleReverseIncludeTest,0,-1,10,2,0.16666667,-1,7,35,org.apache.ibatis.submitted.xml_external_ref.MultipleReverseIncludeTest,class,1,1,10,0,0,35,0,18,0,0,6,6
C:\Users\syuuj\gitProject\mybatis-3\src\main\java\org\apache\ibatis\session\Configuration.java,org.apache.ibatis.session.Configuration$StrictMap$Ambiguity,0,-1,0,2,1,-1,0,1040,org.apache.ibatis.session.Configuration$StrictMap$Ambiguity,innerclass,1,0,0,1,0,9,0,0,0,1,2,2
C:\Users\syuuj\gitProject\mybatis-3\src\main\java\org\apache\ibatis\type\InstantTypeHandler.java,org.apache.ibatis.type.InstantTypeHandler,1,0.8,4,3,0.42857143,0,3,29,org.apache.ibatis.type.InstantTypeHandler,class,3,2,3,0,0,23,0,7,0,0,5,6
C:\Users\syuuj\gitProject\mybatis-3\src\main\java\org\apache\ibatis\type\JapaneseDateTypeHandler.java,org.apache.ibatis.type.JapaneseDateTypeHandler,1,0.8,4,3,0.42857143,0,3,32,org.apache.ibatis.type.JapaneseDateTypeHandler,class,3,2,3,0,0,23,0,10,0,0,5,6
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\domain\misc\Employee.java,org.apache.ibatis.domain.misc.Employee,0,-1,0,16,1,-1,0,20,org.apache.ibatis.domain.misc.Employee,class,1,0,0,0.06666667,0.875,58,0,0,0,8,16,16
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\builder\ExamplePlugin.java,org.apache.ibatis.builder.ExamplePlugin,0,-1,0,2,1,-1,0,26,org.apache.ibatis.builder.ExamplePlugin,class,1,2,3,0.16666667,0.5,15,0,2,0,1,4,4
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\submitted\selectkey\SelectKeyTest.java,org.apache.ibatis.submitted.selectkey.SelectKeyTest,0,-1,103,1,0.009615385,-1,9,35,org.apache.ibatis.submitted.selectkey.SelectKeyTest,class,1,0,8,0.90909094,0.045454547,249,0,34,0,1,22,22
C:\Users\syuuj\gitProject\mybatis-3\src\test\java\org\apache\ibatis\submitted\mapper_type_parameter\Person.java,org.apache.ibatis.submitted.mapper_type_parameter.Person,0,-1,0,8,1,-1,0,18,org.apache.ibatis.submitted.mapper_type_parameter.Person,class,1,4,0,0.75,0.5,32,0,0,0,2,8,8
