file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\spark\src\test\java\spark\FilterImplTest.java,spark.FilterImplTest,0.0,-1.0,10.0,17.0,0.6296296,-1.0,2.0,8,spark.FilterImplTest,class,1,0,3,1.0,0.2,33,0,5,0,3,5,5
C:\Users\syuuj\gitProject\spark\src\main\java\spark\utils\urldecoding\TypeUtil.java,spark.utils.urldecoding.TypeUtil,0.0,-1.0,85.0,0.0,0.0,-1.0,11.0,32,spark.utils.urldecoding.TypeUtil,class,1,3,2,0.0,1.0,154,0,17,0,3,6,24
C:\Users\syuuj\gitProject\spark\src\main\java\spark\serialization\BytesSerializer.java,spark.serialization.BytesSerializer,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,28,spark.serialization.BytesSerializer,class,2,1,2,0.0,0.0,15,0,2,0,0,2,4
C:\Users\syuuj\gitProject\spark\src\main\java\spark\QueryParamsMap.java,spark.QueryParamsMap,0.0,-1.0,7.0,8.0,0.53333336,-1.0,4.0,32,spark.QueryParamsMap,class,2,6,3,0.17786561,0.83695656,125,2,35,1,4,23,41
C:\Users\syuuj\gitProject\spark\src\test\java\spark\MultipleFiltersTest.java,spark.MultipleFiltersTest$User,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,73,spark.MultipleFiltersTest$User,innerclass,1,0,0,1.0,0.0,9,0,0,0,1,2,2
C:\Users\syuuj\gitProject\spark\src\test\java\spark\examples\session\SessionExample.java,spark.examples.session.SessionExample,0.0,-1.0,2.0,3.0,0.6,-1.0,1.0,6,spark.examples.session.SessionExample,class,1,0,4,,0.0,30,0,9,0,1,1,3
C:\Users\syuuj\gitProject\spark\src\main\java\spark\ResponseTransformer.java,spark.ResponseTransformer,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,25,spark.ResponseTransformer,interface,1,6,0,,0.0,3,0,0,0,0,1,1
C:\Users\syuuj\gitProject\spark\src\main\java\spark\servlet\SparkFilter.java,spark.servlet.SparkFilter,0.0,-1.0,10.0,12.0,0.54545456,-1.0,6.0,48,spark.servlet.SparkFilter,class,1,1,19,0.4,0.6333333,74,0,21,0,5,6,16
C:\Users\syuuj\gitProject\spark\src\test\java\spark\CookiesIntegrationTest.java,spark.CookiesIntegrationTest,0.0,-1.0,3.0,1.0,0.25,-1.0,2.0,20,spark.CookiesIntegrationTest,class,1,1,10,0.0,0.85714287,100,0,22,0,2,7,13
C:\Users\syuuj\gitProject\spark\src\main\java\spark\Redirect.java,spark.Redirect$Status,0.0,0.0,0.0,2.0,1.0,-1.0,0.0,27,spark.Redirect$Status,enum,1,0,0,,0.0,8,0,0,0,1,2,2
