,class,RefusedBequest
0,org.mockserver.matchers.RegexStringMatcherTest,0.0
1,org.mockserver.file.FileReader,0.0
2,org.mockserver.codec.BodyServletDecoderEncoderTest,0.0
3,org.mockserver.serialization.model.HttpOverrideForwardedRequestDTO,0.0
4,org.mockserver.collections.nottablestring.hashmap.NottableStringHashMapContainAllTest,0.0
5,org.mockserver.serialization.model.KeyToMultiValueDTO,0.0
6,org.mockserver.junit.integration.JUnitRuleIntegrationTest,0.0
7,org.mockserver.validator.jsonschema.JsonSchemaVerificationValidatorIntegrationTest,0.0
8,org.mockserver.codec.ExpandedParameterDecoderTest,0.0
9,org.mockserver.examples.proxy.web.configuration.WebMvcConfiguration,0.0
10,org.mockserver.matchers.StringToXmlDocumentParser.ErrorLevel,0.0
11,org.mockserver.serialization.model.KeyAndValueDTO,0.0
12,org.mockserver.codec.MockServerHttpToNettyHttpResponseEncoderContentTypeTest,0.0
13,org.mockserver.serialization.serializers.body.XmlSchemaBodySerializerTest,0.0
14,org.mockserver.model.RetrieveType,0.0
15,org.mockserver.socket.tls.KeyAndCertificateFactoryFactory,0.0
16,org.mockserver.verify.VerificationTimesTest,0.0
17,org.mockserver.netty.integration.proxy.http.NettyHttpSecureProxyIntegrationTest,0.0
18,org.mockserver.socket.tls.bouncycastle.BCKeyAndCertificateFactory,0.0
19,org.mockserver.model.KeyAndValueTest,0.0
20,org.mockserver.examples.proxy.service.googleclient.http.BookServiceGoogleHttpClient,0.0
21,org.mockserver.serialization.serializers.schema.MapSchemaSerializer,0.0
22,org.mockserver.templates.engine.javascript.JavaScriptTemplateEngine,0.0
23,org.mockserver.serialization.java.HttpClassCallbackToJavaSerializerTest,0.0
24,org.mockserver.netty.proxy.relay.UpstreamProxyRelayHandler,0.0
25,org.mockserver.serialization.serializers.schema.PasswordSchemaSerializer,0.0
26,org.mockserver.serialization.serializers.collections.ParametersSerializer,0.0
27,org.mockserver.mock.action.http.HttpErrorActionHandler,0.0
28,org.mockserver.testing.integration.mock.AbstractBasicMockingIntegrationTest,0.0
29,org.mockserver.echo.http.EchoServer,0.0
30,org.mockserver.serialization.serializers.body.RegexBodyDTOSerializerTest,0.0
31,org.mockserver.model.HttpRequest,1.0
32,org.mockserver.templates.engine.velocity.VelocityTemplateEngineTest,0.0
33,org.mockserver.serialization.serializers.schema.BooleanSchemaSerializer,0.0
34,org.mockserver.netty.MockServerUnificationInitializer,0.0
35,org.mockserver.netty.proxy.relay.DownstreamProxyRelayHandler,0.0
36,org.mockserver.serialization.serializers.response.TimeToLiveSerializerTest,0.0
37,org.mockserver.serialization.deserializers.string.NottableStringDeserializer,0.0
38,org.mockserver.serialization.deserializers.collections.ParametersDeserializerTest,0.0
39,org.mockserver.serialization.java.ParameterToJavaSerializer,0.0
40,org.mockserver.serialization.java.NottableStringToJavaSerializerTest,0.0
41,org.mockserver.matchers.BinaryMatcherTest,0.0
42,org.mockserver.client.MockServerClient,0.0
