file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\RReliableTopicRx.java,org.redisson.api.RReliableTopicRx,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,35,org.redisson.api.RReliableTopicRx,interface,1,1,6,0.0,0.0,9,0,0,0,0,7,7
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\client\protocol\decoder\StringMapReplayDecoder.java,org.redisson.client.protocol.decoder.StringMapReplayDecoder,0.0,-1.0,2.0,0.0,0.0,-1.0,1.0,29,org.redisson.client.protocol.decoder.StringMapReplayDecoder,class,1,1,2,,0.0,11,0,4,0,0,1,3
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\RHyperLogLogAsync.java,org.redisson.api.RHyperLogLogAsync,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,28,org.redisson.api.RHyperLogLogAsync,interface,1,2,3,0.0,0.0,7,0,0,0,0,5,5
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\MapWriterTask.java,org.redisson.MapWriterTask$Add,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,45,org.redisson.MapWriterTask$Add,innerclass,2,0,1,0.0,0.0,10,0,0,0,0,3,3
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\RTimeSeriesRx.java,org.redisson.api.RTimeSeriesRx,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,33,org.redisson.api.RTimeSeriesRx,interface,1,1,7,0.0,0.0,25,0,0,0,0,23,23
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\reactive\RedissonListReactive.java,org.redisson.reactive.RedissonListReactive,0.0,-1.0,4.0,3.0,0.42857143,-1.0,2.0,37,org.redisson.reactive.RedissonListReactive,class,1,4,9,0.10714286,0.6666667,72,0,3,0,1,9,9
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\executor\RedissonExecutorServiceTest.java,org.redisson.executor.RedissonExecutorServiceTest$TaskStaticRunnableClass,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,655,org.redisson.executor.RedissonExecutorServiceTest$TaskStaticRunnableClass,innerclass,1,0,0,,0.0,4,0,0,0,0,1,1
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\RedissonCollectionMapReduceTest.java,org.redisson.RedissonCollectionMapReduceTest$WordCollatorInject,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,187,org.redisson.RedissonCollectionMapReduceTest$WordCollatorInject,innerclass,1,0,3,,0.0,11,0,3,0,1,1,2
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\reactive\RedissonMapReactive.java,org.redisson.reactive.RedissonMapReactive$71,1.0,1.0,1.0,0.0,0.0,0.0,1.0,71,org.redisson.reactive.RedissonMapReactive$71,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\executor\params\ScheduledWithFixedDelayParameters.java,org.redisson.executor.params.ScheduledWithFixedDelayParameters,0.0,0.0,0.0,4.0,1.0,-1.0,0.0,23,org.redisson.executor.params.ScheduledWithFixedDelayParameters,class,3,4,1,0.33333334,0.5,16,0,0,0,2,4,4
