file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\RReliableTopicRx.java,org.redisson.api.RReliableTopicRx,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,35,interface,1,1,6,0.0,0.0,9,0,0,0,0,7,7
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\client\protocol\decoder\StringMapReplayDecoder.java,org.redisson.client.protocol.decoder.StringMapReplayDecoder,0.0,-1.0,2.0,0.0,0.0,-1.0,1.0,29,class,1,1,2,,0.0,11,0,4,0,0,1,3
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\RHyperLogLogAsync.java,org.redisson.api.RHyperLogLogAsync,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,28,interface,1,2,3,0.0,0.0,7,0,0,0,0,5,5
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\MapWriterTask.java,org.redisson.MapWriterTask.Add,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,45,innerclass,2,0,1,0.0,0.0,10,0,0,0,0,3,3
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\RTimeSeriesRx.java,org.redisson.api.RTimeSeriesRx,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,33,interface,1,1,7,0.0,0.0,25,0,0,0,0,23,23
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\reactive\RedissonListReactive.java,org.redisson.reactive.RedissonListReactive,0.0,-1.0,4.0,3.0,0.42857143,-1.0,2.0,37,class,1,4,9,0.10714286,0.6666667,72,0,3,0,1,9,9
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\executor\RedissonExecutorServiceTest.java,org.redisson.executor.RedissonExecutorServiceTest.TaskStaticRunnableClass,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,655,innerclass,1,0,0,,0.0,4,0,0,0,0,1,1
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\RedissonCollectionMapReduceTest.java,org.redisson.RedissonCollectionMapReduceTest.WordCollatorInject,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,187,innerclass,1,0,3,,0.0,11,0,3,0,1,1,2
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\reactive\RedissonMapReactive.java,org.redisson.reactive.RedissonMapReactive.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,71,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\executor\params\ScheduledWithFixedDelayParameters.java,org.redisson.executor.params.ScheduledWithFixedDelayParameters,0.0,0.0,0.0,4.0,1.0,-1.0,0.0,23,class,3,4,1,0.33333334,0.5,16,0,0,0,2,4,4
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\mapreduce\RMapReduce.java,org.redisson.api.mapreduce.RMapReduce,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,85,interface,1,2,8,0.0,0.0,5,0,0,0,0,3,3
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\RedissonSetMultimapTest.java,org.redisson.RedissonSetMultimapTest.SimpleKey,0.0,-1.0,2.0,7.0,0.7777778,-1.0,1.0,15,innerclass,1,0,1,0.71428573,0.14285715,34,0,3,0,1,7,14
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\client\protocol\decoder\KeyValueMessage.java,org.redisson.client.protocol.decoder.KeyValueMessage,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,25,class,1,0,2,1.0,0.33333334,15,0,0,0,2,3,3
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\RedissonTopicTest.java,org.redisson.RedissonTopicTest.9,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,613,anonymous,1,0,0,,0.0,4,0,0,0,0,1,1
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\connection\ClientConnectionsEntry.java,org.redisson.connection.ClientConnectionsEntry.2,0.0,-1.0,3.0,0.0,0.0,-1.0,3.0,200,anonymous,1,0,4,,0.0,7,0,5,0,0,1,2
C:\Users\syuuj\gitProject\redisson\redisson\src\test\java\org\redisson\RedissonBitSetReactiveTest.java,org.redisson.RedissonBitSetReactiveTest,1.0,0.0,40.0,0.0,0.0,0.0,4.0,9,class,2,0,3,0.0,0.0,83,0,17,0,0,7,7
C:\Users\syuuj\gitProject\redisson\redisson\src\main\java\org\redisson\api\queue\DequeMoveParams.java,org.redisson.api.queue.DequeMoveParams,0.0,-1.0,0.0,6.0,1.0,-1.0,0.0,23,class,1,2,1,0.2,0.6666667,24,0,0,1,3,6,6
