file,class_x,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc,class_y,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-tools\src\com\badlogic\gdx\tools\hiero\Hiero.java,com.badlogic.gdx.tools.hiero.Hiero$Splash$27$29,1391,anonymous,1,0,0,,0.0,5,0,1,0,0,1,1,com.badlogic.gdx.tools.hiero.Hiero$Splash$1378$1391,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-tools\src\com\badlogic\gdx\tools\hiero\Hiero.java,com.badlogic.gdx.tools.hiero.Hiero$Splash$27$28,1381,anonymous,1,0,0,,0.0,5,0,1,0,0,1,1,com.badlogic.gdx.tools.hiero.Hiero$Splash$1378$1381,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-tools\src\com\badlogic\gdx\tools\headers\HeaderFixer.java,com.badlogic.gdx.tools.headers.HeaderFixer,27,class,2,1,3,0.0,0.5,42,0,3,1,2,2,3,com.badlogic.gdx.tools.headers.HeaderFixer,0.0,-1.0,1.0,2.0,0.6666667,-1.0,1.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\graphics\g3d\model\data\ModelTexture.java,com.badlogic.gdx.graphics.g3d.model.data.ModelTexture,21,class,1,3,1,-1.0,,18,0,0,0,16,0,0,com.badlogic.gdx.graphics.g3d.model.data.ModelTexture,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidFragmentApplication.java,com.badlogic.gdx.backends.android.AndroidFragmentApplication$Callbacks,32,interface,1,0,0,,0.0,3,0,0,0,0,1,1,com.badlogic.gdx.backends.android.AndroidFragmentApplication$Callbacks,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\backends\gdx-backends-gwt\src\com\badlogic\gdx\backends\gwt\DefaultGwtAudio.java,com.badlogic.gdx.backends.gwt.DefaultGwtAudio,27,class,1,1,10,0.3,0.4,18,0,2,0,1,5,5,com.badlogic.gdx.backends.gwt.DefaultGwtAudio,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\tests\gdx-tests\src\com\badlogic\gdx\tests\BitmapFontFlipTest.java,com.badlogic.gdx.tests.BitmapFontFlipTest,32,class,3,3,10,1.0,0.5982144,119,0,25,0,8,7,14,com.badlogic.gdx.tests.BitmapFontFlipTest,0.0,0.42857143,57.0,48.0,0.45714286,-1.0,11.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\utils\DelayedRemovalArray.java,com.badlogic.gdx.utils.DelayedRemovalArray,32,class,2,2,4,0.41846153,0.69135803,138,0,25,0,3,27,55,com.badlogic.gdx.utils.DelayedRemovalArray,1.0,0.7894737,6.0,28.0,0.8235294,0.0,2.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\utils\compression\lz\OutWindow.java,com.badlogic.gdx.utils.compression.lz.OutWindow,7,class,1,2,2,1.0,0.45,52,0,3,0,5,8,19,com.badlogic.gdx.utils.compression.lz.OutWindow,0.0,-1.0,0.0,34.0,1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\scenes\scene2d\utils\UIUtils.java,com.badlogic.gdx.scenes.scene2d.utils.UIUtils,8,class,1,6,0,0.015151516,0.89230764,47,0,4,0,5,13,22,com.badlogic.gdx.scenes.scene2d.utils.UIUtils,0.0,-1.0,20.0,2.0,0.09090909,-1.0,2.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\graphics\g3d\shaders\DefaultShader.java,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader$Setters,123,innerclass,3,0,3,-1.0,,236,0,0,2,29,0,0,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader$Setters,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-box2d\gdx-box2d-gwt\src\com\badlogic\gdx\physics\box2d\gwt\emu\org\jbox2d\dynamics\contacts\ContactSolver.java,org.jbox2d.dynamics.contacts.PositionSolverManifold,1008,class,1,1,4,,0.0,67,0,1,0,3,1,5,org.jbox2d.dynamics.contacts.PositionSolverManifold,0.0,-1.0,116.0,3.0,0.025210084,-1.0,5.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\graphics\g2d\CpuSpriteBatch.java,com.badlogic.gdx.graphics.g2d.CpuSpriteBatch,33,class,2,1,9,0.7017544,0.78571427,461,0,38,0,5,28,93,com.badlogic.gdx.graphics.g2d.CpuSpriteBatch,2.0,0.56,198.0,191.0,0.49100256,0.5,7.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-tools\src\com\badlogic\gdx\tools\texturepacker\MaxRectsPacker.java,com.badlogic.gdx.tools.texturepacker.MaxRectsPacker$MaxRects,299,innerclass,1,0,5,0.5,0.6764706,371,0,22,0,3,17,125,com.badlogic.gdx.tools.texturepacker.MaxRectsPacker$MaxRects,0.0,-1.0,353.0,12.0,0.03287671,-1.0,7.0
C:\Users\syuuj\gitProject\libgdx\tests\gdx-tests\src\com\badlogic\gdx\tests\SpriteCacheTest.java,com.badlogic.gdx.tests.SpriteCacheTest,33,class,3,3,8,0.4,0.6493507,135,0,25,0,10,7,21,com.badlogic.gdx.tests.SpriteCacheTest,0.0,0.42857143,32.0,56.0,0.6363636,-1.0,13.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\graphics\g3d\particles\batches\PointSpriteParticleBatch.java,com.badlogic.gdx.graphics.g3d.particles.batches.PointSpriteParticleBatch,47,class,2,4,27,0.07272727,0.8484848,94,0,23,0,7,12,19,com.badlogic.gdx.graphics.g3d.particles.batches.PointSpriteParticleBatch,7.0,0.22222222,66.0,45.0,0.4054054,0.2857143,19.0
C:\Users\syuuj\gitProject\libgdx\backends\gdx-backend-lwjgl\src\com\badlogic\gdx\backends\lwjgl\LwjglAWTCanvas.java,com.badlogic.gdx.backends.lwjgl.LwjglAWTCanvas$NonSystemPaint,506,innerclass,4,0,1,,0.0,5,0,0,0,0,1,1,com.badlogic.gdx.backends.lwjgl.LwjglAWTCanvas$NonSystemPaint,0.0,0.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\utils\Pools.java,com.badlogic.gdx.utils.Pools,21,class,1,15,6,0.2857143,0.5,45,0,10,0,1,8,17,com.badlogic.gdx.utils.Pools,0.0,-1.0,7.0,2.0,0.22222222,-1.0,3.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-box2d\gdx-box2d-gwt\src\com\badlogic\gdx\physics\box2d\gwt\emu\org\jbox2d\dynamics\World.java,org.jbox2d.dynamics.World,85,class,1,7,64,0.62828475,0.96010923,1156,0,160,0,59,99,296,org.jbox2d.dynamics.World,0.0,-1.0,525.0,196.0,0.27184466,-1.0,44.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\Net.java,com.badlogic.gdx.Net$HttpRequest,187,innerclass,1,0,1,0.8105263,0.84444445,85,0,3,0,9,20,22,com.badlogic.gdx.Net$HttpRequest,0.0,-1.0,2.0,26.0,0.9285714,-1.0,2.0
C:\Users\syuuj\gitProject\libgdx\backends\gdx-backend-headless\src\com\badlogic\gdx\backends\headless\HeadlessFileHandle.java,com.badlogic.gdx.backends.headless.HeadlessFileHandle,27,class,2,3,6,0.0,0.0,29,0,4,0,0,6,12,com.badlogic.gdx.backends.headless.HeadlessFileHandle,0.0,0.0,20.0,0.0,0.0,-1.0,4.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\math\Interpolation.java,com.badlogic.gdx.math.Interpolation$SwingOut,414,innerclass,2,0,1,1.0,0.0,10,0,0,0,1,2,2,com.badlogic.gdx.math.Interpolation$SwingOut,0.0,1.0,0.0,3.0,1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-box2d\gdx-box2d-gwt\src\com\badlogic\gdx\physics\box2d\gwt\emu\org\jbox2d\collision\TimeOfImpact.java,org.jbox2d.collision.Type,303,enum,1,1,0,-1.0,0.0,1,0,0,0,0,0,0,org.jbox2d.collision.Type,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\libgdx\gdx\src\com\badlogic\gdx\graphics\g3d\utils\shapebuilders\FrustumShapeBuilder.java,com.badlogic.gdx.graphics.g3d.utils.shapebuilders.FrustumShapeBuilder,28,class,2,1,7,0.0,0.0,50,0,11,0,0,5,5,com.badlogic.gdx.graphics.g3d.utils.shapebuilders.FrustumShapeBuilder,26.0,0.0,21.0,4.0,0.16,0.03846154,4.0
C:\Users\syuuj\gitProject\libgdx\extensions\gdx-box2d\gdx-box2d-gwt\src\com\badlogic\gdx\physics\box2d\gwt\emu\org\jbox2d\particle\VoronoiDiagram.java,org.jbox2d.particle.VoronoiDiagram$VoronoiDiagramCallback,34,interface,1,0,0,,0.0,3,0,0,0,0,1,1,org.jbox2d.particle.VoronoiDiagram$VoronoiDiagramCallback,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
