file,class,method,ATFD,ATLD,LAA,FDP,line,fanin,fanout,wmc,loc,returnsQty,variablesQty,parametersQty,loopQty,anonymousClassesQty,innerClassesQty
C:\Users\syuuj\gitProject\java-faker\src\test\java\com\github\javafaker\FunnyNameTest.java,com.github.javafaker.FunnyNameTest,name/0,0.0,0.0,-1.0,0.0,11.0,0,3,1,3,0,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Currency.java,com.github.javafaker.Currency,code/0,0.0,1.0,1.0,0.0,15.0,1,2,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Currency.java,com.github.javafaker.Currency,name/0,0.0,1.0,1.0,0.0,11.0,1,2,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Currency.java,com.github.javafaker.Currency,Currency/1[com.github.javafaker.Faker],0.0,1.0,1.0,0.0,7.0,1,0,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hipster.java,com.github.javafaker.Hipster,word/0,0.0,0.0,-1.0,0.0,10.0,1,1,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hipster.java,com.github.javafaker.Hipster,Hipster/1[com.github.javafaker.Faker],0.0,1.0,1.0,0.0,6.0,1,0,1,3,0,0,1,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hobbit.java,com.github.javafaker.Hobbit,character/0,0.0,1.0,1.0,0.0,10.0,1,2,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hobbit.java,com.github.javafaker.Hobbit,location/0,0.0,1.0,1.0,0.0,22.0,1,2,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hobbit.java,com.github.javafaker.Hobbit,quote/0,0.0,1.0,1.0,0.0,18.0,1,2,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hobbit.java,com.github.javafaker.Hobbit,thorinsCompany/0,0.0,1.0,1.0,0.0,14.0,1,2,1,3,1,0,0,0,0,0
C:\Users\syuuj\gitProject\java-faker\src\main\java\com\github\javafaker\Hobbit.java,com.github.javafaker.Hobbit,Hobbit/1[com.github.javafaker.Faker],0.0,1.0,1.0,0.0,6.0,1,0,1,3,0,0,1,0,0,0
