file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\zookeeper\zookeeper-compatibility-tests\zookeeper-compatibility-tests-curator\src\test\java\org\apache\zookeeper\compatibility\TestApacheCuratorCompatibility.java,org.apache.zookeeper.compatibility.TestApacheCuratorCompatibility,0.0,-1.0,3.0,1.0,0.25,-1.0,3.0,37,org.apache.zookeeper.compatibility.TestApacheCuratorCompatibility,class,1,1,4,,0.5,36,0,17,0,1,2,3
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-fatjar\src\main\java\org\apache\zookeeper\util\FatJarMain.java,org.apache.zookeeper.util.FatJarMain$Cmd,0.0,-1.0,0.0,3.0,1.0,-1.0,0.0,43,org.apache.zookeeper.util.FatJarMain$Cmd,innerclass,1,0,0,,0.0,10,0,0,0,3,1,1
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-fatjar\src\main\java\org\apache\zookeeper\util\FatJarMain.java,org.apache.zookeeper.util.FatJarMain,0.0,-1.0,13.0,1.0,0.071428575,-1.0,5.0,42,org.apache.zookeeper.util.FatJarMain,class,1,1,2,,0.0,74,0,17,1,2,2,14
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\filterops\SymbolArg.java,org.apache.zookeeper.graph.filterops.SymbolArg,1.0,0.0,1.0,1.0,0.5,1.0,1.0,22,org.apache.zookeeper.graph.filterops.SymbolArg,class,2,1,1,,0.0,6,0,0,0,0,1,1
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\Log4JEntry.java,org.apache.zookeeper.graph.Log4JEntry,0.0,0.25,6.0,2.0,0.25,-1.0,2.0,20,org.apache.zookeeper.graph.Log4JEntry,class,2,3,3,0.0,0.0,19,0,5,0,0,5,5
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\LogEntry.java,org.apache.zookeeper.graph.LogEntry,0.0,-1.0,1.0,3.0,0.75,-1.0,1.0,24,org.apache.zookeeper.graph.LogEntry,class,1,19,2,0.3,0.4,18,2,4,1,1,5,5
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\filterops\StringArg.java,org.apache.zookeeper.graph.filterops.StringArg,1.0,0.0,1.0,1.0,0.5,1.0,1.0,22,org.apache.zookeeper.graph.filterops.StringArg,class,2,1,1,,0.0,6,0,0,0,0,1,1
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\RandomAccessFileReader.java,org.apache.zookeeper.graph.RandomAccessFileReader,0.0,0.0,3.0,45.0,0.9375,-1.0,2.0,34,org.apache.zookeeper.graph.RandomAccessFileReader,class,2,5,4,0.05928854,0.8657407,234,0,29,0,9,24,53
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\servlets\JsonServlet.java,org.apache.zookeeper.graph.servlets.JsonServlet$JsonRequest,0.0,-1.0,5.0,1.0,0.16666667,-1.0,3.0,36,org.apache.zookeeper.graph.servlets.JsonServlet$JsonRequest,innerclass,1,0,1,1.0,0.0,27,0,3,0,1,3,8
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\servlets\StaticContent.java,org.apache.zookeeper.graph.servlets.StaticContent,0.0,0.0,9.0,0.0,0.0,-1.0,3.0,31,org.apache.zookeeper.graph.servlets.StaticContent,class,2,1,3,,0.0,20,0,12,0,0,1,3
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\Log4JSource.java,org.apache.zookeeper.graph.Log4JSource$360,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,360,org.apache.zookeeper.graph.Log4JSource$360,anonymous,1,0,2,,0.0,12,0,5,0,0,1,2
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\MergedLogSource.java,org.apache.zookeeper.graph.MergedLogSource,0.0,-1.0,4.0,20.0,0.8333333,-1.0,1.0,59,org.apache.zookeeper.graph.MergedLogSource,class,1,6,8,1.0,0.6181819,144,0,15,1,5,11,21
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\filterops\GreaterThanOp.java,org.apache.zookeeper.graph.filterops.GreaterThanOp,2.0,1.0,14.0,1.0,0.06666667,0.5,4.0,24,org.apache.zookeeper.graph.filterops.GreaterThanOp,class,2,1,5,,0.0,46,0,6,0,0,1,15
C:\Users\syuuj\gitProject\zookeeper\zookeeper-contrib\zookeeper-contrib-loggraph\src\main\java\org\apache\zookeeper\graph\servlets\JsonServlet.java,org.apache.zookeeper.graph.servlets.JsonServlet,0.0,0.0,8.0,0.0,0.0,-1.0,2.0,33,org.apache.zookeeper.graph.servlets.JsonServlet,class,2,6,6,0.0,0.0,48,5,12,1,0,2,4
