file,class_x,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc,class_y,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\net\impl\NetServerImpl.java,io.vertx.core.net.impl.NetServerImpl,44,class,2,5,29,0.031578947,0.90683234,262,0,31,2,7,23,39,io.vertx.core.net.impl.NetServerImpl,6.0,0.13636364,14.0,21.0,0.6,0.16666667,5.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\eventbus\impl\codecs\ShortMessageCodec.java,io.vertx.core.eventbus.impl.codecs.ShortMessageCodec,20,class,1,1,2,0.0,0.0,17,0,2,0,0,5,5,io.vertx.core.eventbus.impl.codecs.ShortMessageCodec,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\vert.x\src\test\java\io\vertx\test\fakemetrics\FakeMetricsBase.java,io.vertx.test.fakemetrics.FakeMetricsBase,21,class,1,5,4,0.0,0.0,7,5,1,0,0,2,2,io.vertx.test.fakemetrics.FakeMetricsBase,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\vert.x\src\test\java\io\vertx\core\cli\impl\CLIConfiguratorTest.java,io.vertx.core.cli.impl.CLIConfiguratorTest$CommandForParsedAsList,95,innerclass,1,0,3,,0.0,4,0,0,0,0,1,1,io.vertx.core.cli.impl.CLIConfiguratorTest$CommandForParsedAsList,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\vert.x\src\test\java\io\vertx\core\impl\launcher\commands\HiddenCommandFactory.java,io.vertx.core.impl.launcher.commands.HiddenCommandFactory,16,class,2,0,2,,0.0,5,0,0,0,0,1,1,io.vertx.core.impl.launcher.commands.HiddenCommandFactory,0.0,0.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\http\impl\HttpClientConnection.java,io.vertx.core.http.impl.HttpClientConnection,26,interface,1,18,10,0.0,1.0,20,0,2,0,3,10,10,io.vertx.core.http.impl.HttpClientConnection,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\file\FileSystemProps.java,io.vertx.core.file.FileSystemProps,23,interface,1,4,1,0.0,0.0,5,0,0,0,0,3,3,io.vertx.core.file.FileSystemProps,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\spi\cluster\impl\selector\Index.java,io.vertx.core.spi.cluster.impl.selector.Index,20,class,1,2,0,0.33333334,0.5,13,0,1,0,2,3,4,io.vertx.core.spi.cluster.impl.selector.Index,0.0,-1.0,1.0,2.0,0.6666667,-1.0,1.0
C:\Users\syuuj\gitProject\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,io.vertx.core.DeploymentTest$7,781,anonymous,1,0,2,,0.0,19,0,2,0,0,1,1,io.vertx.core.DeploymentTest$781,2.0,1.0,2.0,0.0,0.0,0.0,2.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\eventbus\impl\codecs\FloatMessageCodec.java,io.vertx.core.eventbus.impl.codecs.FloatMessageCodec,20,class,1,1,2,0.0,0.0,17,0,2,0,0,5,5,io.vertx.core.eventbus.impl.codecs.FloatMessageCodec,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\file\impl\FileSystemImpl.java,io.vertx.core.file.impl.FileSystemImpl$2,628,anonymous,1,0,2,,0.0,36,0,5,0,0,1,3,io.vertx.core.file.impl.FileSystemImpl$628,1.0,1.0,4.0,0.0,0.0,0.0,3.0
C:\Users\syuuj\gitProject\vert.x\src\main\java\io\vertx\core\file\impl\FileSystemImpl.java,io.vertx.core.file.impl.FileSystemImpl$1,611,anonymous,1,0,2,,0.0,13,0,3,0,0,1,2,io.vertx.core.file.impl.FileSystemImpl$611,1.0,1.0,0.0,0.0,-1.0,0.0,0.0
C:\Users\syuuj\gitProject\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,io.vertx.core.DeploymentTest$5,752,anonymous,1,0,2,,0.0,17,0,2,0,0,1,1,io.vertx.core.DeploymentTest$752,2.0,1.0,0.0,0.0,-1.0,0.0,0.0
C:\Users\syuuj\gitProject\vert.x\src\test\java\io\vertx\core\DeploymentTest.java,io.vertx.core.DeploymentTest$3,724,anonymous,1,0,2,,0.0,16,0,3,0,0,1,1,io.vertx.core.DeploymentTest$724,2.0,1.0,0.0,0.0,-1.0,0.0,0.0
