file,class,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\MiscTest.java,com.zaxxer.hikari.pool.MiscTest,0.0,-1.0,28.0,0.0,0.0,-1.0,8.0,51,class,1,0,6,0.0,0.0,67,0,32,0,0,4,6
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\SuspendResumeLock.java,com.zaxxer.hikari.util.SuspendResumeLock,0.0,-1.0,1.0,4.0,0.8,-1.0,1.0,30,class,1,2,1,0.6,0.5555555,39,0,6,0,3,6,9
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\PoolBase.java,com.zaxxer.hikari.pool.PoolBase.SynchronousExecutor,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,673,innerclass,1,0,1,,0.0,10,0,3,0,0,1,2
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\db\BasicPoolTest.java,com.zaxxer.hikari.db.BasicPoolTest,0.0,-1.0,36.0,0.0,0.0,-1.0,5.0,42,class,1,0,6,0.0,0.0,67,0,19,0,0,3,3
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTrackerTest.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerTest,0.0,-1.0,82.0,46.0,0.359375,-1.0,3.0,36,class,1,1,10,0.41666666,0.68333334,153,0,20,0,6,10,12
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\HouseKeeperCleanupTest.java,com.zaxxer.hikari.pool.HouseKeeperCleanupTest,0.0,-1.0,12.0,2.0,0.14285715,-1.0,4.0,38,class,1,0,7,1.0,0.0,28,0,15,0,1,3,3
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest.1,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,84,anonymous,1,0,2,,0.0,11,0,3,0,0,1,3
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubPoolStats.java,com.zaxxer.hikari.mocks.StubPoolStats,7.0,1.0,0.0,0.0,-1.0,0.0,0.0,5,class,2,4,1,0.0,0.0,7,0,0,0,0,2,2
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyLeakTask.java,com.zaxxer.hikari.pool.ProxyLeakTask,0.0,-1.0,6.0,12.0,0.6666667,-1.0,4.0,32,class,1,5,3,0.6,0.6,44,0,11,0,7,5,7
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyLeakTask.java,com.zaxxer.hikari.pool.ProxyLeakTask.1,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,45,anonymous,1,0,0,0.0,0.0,8,0,0,0,0,3,3
