,class,GodClass
0,edu.stanford.nlp.time.SUTime.StandardTemporalType,0.0
1,edu.stanford.nlp.ling.CoreAnnotations.CoarseTagAnnotation,0.0
2,edu.stanford.nlp.trees.tregex.tsurgeon.SimpleNode,0.0
3,edu.stanford.nlp.ie.crf.CRFFeatureExporter,0.0
4,edu.stanford.nlp.util.ArgumentParser,1.0
5,edu.stanford.nlp.optimization.SparseMinimizer,0.0
6,edu.stanford.nlp.parser.lexparser.GenericTreebankParserParams,0.0
7,edu.stanford.nlp.process.CoreLabelProcessor,0.0
8,edu.stanford.nlp.semgraph.semgrex.SemgrexParserConstants,0.0
9,edu.stanford.nlp.international.spanish.pipeline.AnCoraProcessor.1,0.0
10,edu.stanford.nlp.trees.tregex.TregexParserConstants,0.0
11,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParser.JJCalls,0.0
12,edu.stanford.nlp.parser.metrics.TopMatchEval,0.0
13,edu.stanford.nlp.pipeline.InlineXMLOutputter,0.0
14,edu.stanford.nlp.scenegraph.SceneGraphCoreAnnotations.PredictedEntityAnnotation,0.0
15,edu.stanford.nlp.quoteattribution.Sieves.Sieve.Mention,0.0
16,edu.stanford.nlp.simple.ArabicSentence,0.0
17,edu.stanford.nlp.fsm.TransducerGraph.NormalizingGraphProcessor,0.0
18,edu.stanford.nlp.parser.lexparser.TreeAnnotatorAndBinarizer.TreeNullAnnotator,0.0
19,edu.stanford.nlp.pipeline.CoreNLPProtos.SemgrexRequestOrBuilder,0.0
20,edu.stanford.nlp.ling.CoreAnnotations.TagLabelAnnotation,0.0
21,edu.stanford.nlp.loglinear.learning.AbstractBatchOptimizer.GradientWorker,0.0
22,edu.stanford.nlp.loglinear.model.proto.ConcatVectorTableProto,0.0
23,edu.stanford.nlp.trees.international.pennchinese.ChineseEnglishWordMap.SingletonHolder,0.0
24,edu.stanford.nlp.semgraph.semgrex.GraphRelation.RIGHT_SIBLING,0.0
25,edu.stanford.nlp.optimization.DiffFunction,0.0
26,edu.stanford.nlp.dcoref.Dictionaries,0.0
27,edu.stanford.nlp.trees.international.pennchinese.CTBTreeReaderFactory,0.0
28,edu.stanford.nlp.scenegraph.image.SceneGraphImageObject,0.0
29,edu.stanford.nlp.international.spanish.pipeline.MultiWordPreprocessor,0.0
30,edu.stanford.nlp.process.LexerUtils.QuotesEnum,0.0
31,edu.stanford.nlp.pipeline.CoreNLPProtos.Relation.Builder,0.0
32,edu.stanford.nlp.graph.DirectedEdge,0.0
33,edu.stanford.nlp.ling.tokensregex.NodePattern.ConjNodePattern,0.0
34,edu.stanford.nlp.trees.WordStemmer,0.0
35,edu.stanford.nlp.util.ScoredComparator,0.0
36,edu.stanford.nlp.international.arabic.pipeline.LDCPosMapper,0.0
