,class,GodClass
0,xdman.ui.components.RefreshUrlPage.3,0.0
1,xdman.ui.res.StringResource,0.0
2,xdman.ui.components.RefreshUrlPage.2,0.0
3,xdman.DownloadEntry,0.0
4,xdman.util.MimeUtil,0.0
5,xdman.ui.components.VideoPopup.1,0.0
6,xdman.videoparser.YdlResponse.YdlFormat,0.0
7,xdman.ui.components.RefreshUrlPage.1,0.0
8,xdman.monitoring.FBHandler,0.0
9,xdman.network.ProxyResolver,0.0
10,xdman.ui.components.MediaDownloaderWnd.2.4,0.0
11,xdman.ui.components.MediaDownloaderWnd.2.3,0.0
12,xdman.monitoring.YtUtil,0.0
13,xdman.network.AutoProxyResolver,0.0
14,xdman.ui.laf.XDMProgressBarUI,0.0
15,xdman.DownloadQueue,1.0
16,xdman.ui.components.XDMFrame.GripMouseAdapter,0.0
17,xdman.util.UpdateChecker,0.0
18,xdman.win32.NativeMethods,0.0
19,xdman.ui.components.MediaFormatRender,0.0
20,xdman.util.StringUtils,0.0
21,xdman.LinkRefreshCallback,0.0
22,xdman.ui.components.XDMFrame.10,0.0
23,xdman.ui.laf.XDMTextFieldUI,0.0
24,xdman.ui.components.MainWindow.2,0.0
25,xdman.ui.components.SettingsPage.2,0.0
26,xdman.ui.components.MainWindow.3,0.0
27,xdman.ui.components.SettingsPage.1,0.0
28,xdman.ui.components.SettingsPage.4,0.0
29,xdman.network.http.proxy.BrowserProxyInfo,0.0
30,xdman.ui.components.MainWindow.1,0.0
31,xdman.ui.components.SettingsPage.3,0.0
32,xdman.ui.components.MainWindow.6,0.0
33,xdman.ui.components.SettingsPage.6,0.0
34,xdman.ui.components.MainWindow.7,0.0
35,xdman.ui.components.SettingsPage.5,0.0
36,xdman.ui.components.MainWindow.4,0.0
37,xdman.ui.components.SettingsPage.8,0.0
38,xdman.ui.components.MainWindow.5,0.0
39,xdman.ui.components.SettingsPage.7,0.0
40,xdman.ui.laf.XDMMenuUI,0.0
41,xdman.ui.components.UpdateNotifyPanel,0.0
42,xdman.ui.components.FFmpegExtractorWnd,0.0
43,xdman.ui.components.XDMTableCellRenderer,0.0
44,xdman.preview.ChunkComparator,0.0
45,xdman.ui.components.NewDownloadWindow.1,0.0
46,xdman.ui.components.SettingsPage.9,0.0
47,xdman.ui.components.SettingsPage,1.0
48,xdman.ui.res.ImageResource,0.0
49,xdman.ui.components.MediaImageSource,0.0
50,xdman.downloaders.http.HttpDownloader,0.0
51,xdman.ui.laf.XDMToolBarButtonUI,0.0
52,xdman.network.http.XDMHttpClient,0.0
53,xdman.videoparser.YdlResponse.YdlMediaFormat,0.0
54,xdman.network.KeepAliveConnectionCache,0.0
55,xdman.downloaders.metadata.manifests.M3U8Manifest,0.0
56,xdman.ui.components.BatchDownloadWnd,0.0
57,xdman.ui.components.DownloadWindow,0.0
58,xdman.mediaconversion.MediaConversionListener,0.0
59,xdman.ui.components.XDMFrame.9,0.0
60,xdman.util.WinUtils,0.0
61,xdman.ui.components.XDMFrame.8,0.0
62,xdman.ui.components.XDMFrame.7,0.0
