file,class_x,NprotM,BOvR,ATFD,ATLD,LAA,BUR,FDP,line,class_y,type,dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,innerClassesQty,totalFieldsQty,totalMethodsQty,wmc
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster$2047,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2047,redis.clients.jedis.JedisCluster$2047,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster$2017,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2017,redis.clients.jedis.JedisCluster$2017,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\MigrateTest.java,redis.clients.jedis.tests.commands.MigrateTest,3.0,0.15384616,73.0,193.0,0.7255639,0.0,5.0,18,redis.clients.jedis.tests.commands.MigrateTest,class,2,0,9,1.0,0.5288462,163,0,29,0,16,13,15
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster$781,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,781,redis.clients.jedis.BinaryJedisCluster$781,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster$2426,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2426,redis.clients.jedis.BinaryJedisCluster$2426,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Protocol.java,redis.clients.jedis.Protocol$Keyword,0.0,0.0,1.0,2.0,0.6666667,-1.0,1.0,281,redis.clients.jedis.Protocol$Keyword,enum,1,0,2,1.0,0.0,9,0,3,0,1,2,2
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster$1884,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1884,redis.clients.jedis.JedisCluster$1884,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster$280,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,280,redis.clients.jedis.BinaryJedisCluster$280,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster$2776,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2776,redis.clients.jedis.BinaryJedisCluster$2776,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster$869,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,869,redis.clients.jedis.JedisCluster$869,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
