,class,GodClass
0,org.junit.runner.notification.RunNotifierTest,0.0
1,org.junit.tests.experimental.theories.internal.AllTheoriesInternalTests,0.0
2,org.junit.tests.running.classes.ParentRunnerTest.FruitTest,0.0
3,org.junit.tests.manipulation.FilterableTest.FilteredTest,0.0
4,org.junit.runner.Request,0.0
5,org.junit.rules.TestRuleTest.MethodWrongTypedField,0.0
6,org.junit.validator.AnnotationsValidator.AnnotatableValidator,0.0
7,org.junit.tests.experimental.theories.internal.ParameterizedAssertionErrorTest.1,0.0
8,org.junit.rules.TestRuleTest.MethodMultipleRuleTest.Increment,0.0
9,junit.tests.extensions.RepeatedTestTest,0.0
10,org.junit.tests.running.methods.AnnotationTest.SubFieldShadowing,0.0
11,org.junit.tests.experimental.AllExperimentalTests,0.0
12,org.junit.internal.builders.NullBuilder,0.0
13,org.junit.rules.ClassRulesTest.CustomCounter.1,0.0
14,org.junit.tests.running.methods.TimeoutTest.InfiniteLoopMultithreaded,0.0
15,junit.framework.TestSuite,0.0
16,org.junit.rules.ExpectedExceptionTest.ExpectsMatcher,0.0
17,org.junit.tests.running.methods.TimeoutTest.ImpatientLoopTest,0.0
18,org.junit.experimental.categories.JavadocTest.SmokeTests,0.0
19,org.junit.tests.running.methods.AnnotationTest.OldSuiteTest,0.0
20,org.junit.rules.ExpectedExceptionTest.UseCustomMessageWithoutPlaceHolder,0.0
21,org.junit.rules.ClassRulesTest.CallMethodOnlyOnceRule.Dummy,0.0
22,org.junit.tests.running.methods.TestMethodTest.Confused,0.0
23,org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.InjectionType,0.0
24,org.junit.rules.ExpectedExceptionTest.ThrowNoExceptionButExpectExceptionWithType,0.0
25,org.junit.internal.ArrayComparisonFailure,0.0
26,org.junit.rules.TestRuleTest.MethodNoRulesTest,0.0
27,org.junit.runners.model.FrameworkMethodTest.ClassWithDummyMethod,0.0
28,org.junit.tests.running.core.JUnitCoreReturnsCorrectExitCodeTest.Fail,0.0
29,org.junit.runners.BlockJUnit4ClassRunner.2,0.0
30,org.junit.internal.runners.InitializationError,0.0
31,org.junit.runners.BlockJUnit4ClassRunner.1,0.0
32,org.junit.runner.FilterFactoriesTest.DummySuite,0.0
33,org.junit.rules.ClassRulesTest,0.0
34,org.junit.runner.notification.ConcurrentRunNotifierTest.4,0.0
35,org.junit.experimental.categories.CategoryTest.B,0.0
36,org.junit.internal.builders.AnnotatedBuilderTest.OuterClass.InnerClassWithOwnRunWith,0.0
37,junit.textui.ResultPrinter,0.0
38,org.junit.experimental.categories.CategoryTest.C,0.0
39,org.junit.runner.notification.ConcurrentRunNotifierTest.3,0.0
40,org.junit.tests.experimental.max.DescriptionTest,0.0
41,org.junit.tests.running.classes.RunWithTest.SubExampleTest,0.0
42,org.junit.internal.management.ReflectiveRuntimeMXBean,0.0
43,org.junit.ComparisonFailure.ComparisonCompactor.DiffExtractor,0.0
44,org.junit.experimental.categories.CategoryTest.A,0.0
45,org.junit.runner.notification.ConcurrentRunNotifierTest.1,0.0
46,org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields.PositiveIntsWithMethodParams,0.0
47,org.junit.experimental.categories.CategoriesAndParameterizedTest.SuiteWithParameterizedTestWithCategory,0.0
48,org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields.DifferentTypesInConstructor,0.0
49,org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest.1,0.0
50,org.junit.tests.validation.BadlyFormedClassesTest.FaultyConstructor,0.0
51,org.junit.tests.running.classes.ClassLevelMethodsWithIgnoredTestsTest.BeforeClassWithIgnoredTest,0.0
52,junit.tests.extensions.RepeatedTestTest.SuccessTest,0.0
53,org.junit.runner.FilterFactoriesTest.DummyTest,0.0
54,org.junit.tests.junit3compatibility.ForwardCompatibilityTest.NoExceptionTest,0.0
55,org.junit.experimental.categories.CategoryTest.ExcludedTest1,0.0
56,org.junit.internal.management.FakeRuntimeMXBean,0.0
57,org.junit.rules.ErrorCollectorTest.CheckRunnableThatThrowsUnexpectedTypeOfException.8,0.0
58,junit.extensions.ActiveTestSuite,0.0
59,org.junit.experimental.theories.Theories,0.0
60,org.junit.rules.StopwatchTest.SuccessfulTest,0.0
61,org.junit.rules.ExpectedExceptionTest.ThrowExceptionWithExpectedType,0.0
62,org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields.StaticPublicNonDataPoints,0.0
