,class,GodClass
0,jenkins.widgets.BuildListTableTest,0.0
1,JenkinsLocationConfigurationTest,0.0
2,hudson.util.AtomicFileWriterTest,0.0
3,hudson.model.UserPropertyDescriptor,0.0
4,hudson.util.ProcessTreeTest.ProcessCallableImpl,0.0
5,hudson.PluginWrapperTest.1,0.0
6,hudson.Functions.ThreadGroupMap,0.0
7,hudson.slaves.NodeProperty,0.0
8,jenkins.model.DefaultUserCanonicalIdResolver.1,0.0
9,hudson.model.ParametersTest,0.0
10,hudson.slaves.NodeProvisionerTest,0.0
11,hudson.util.DOSToUnixPathHelper.Helper,0.0
12,hudson.scm.PollingResult.Change,0.0
13,hudson.cli.WaitNodeOnlineCommandTest.2,0.0
14,hudson.cli.WaitNodeOnlineCommandTest.1,0.0
15,hudson.model.PersistentDescriptor,0.0
16,hudson.util.CopyOnWriteList.1,0.0
17,hudson.cli.WaitNodeOnlineCommandTest.3,0.0
18,jenkins.model.MasterBuildConfigurationTest,0.0
19,jenkins.security.stapler.GetterMethodFilterTest.TestWithReturnThirdPartyObject,0.0
20,hudson.model.QueueTest.TestTask,0.0
21,org.acegisecurity.userdetails.UsernameNotFoundException,0.0
22,hudson.ClassicPluginStrategy.DependencyClassLoader,0.0
23,jenkins.util.FullDuplexHttpServiceTest.Endpoint.1.2,0.0
24,hudson.util.PackedMapTest.Holder,0.0
25,jenkins.security.ConfidentialStore.Mock,0.0
26,org.acegisecurity.ui.rememberme.RememberMeServices.1,0.0
27,hudson.cli.DeleteViewCommandTest,0.0
28,hudson.cli.BuildCommand.CLICause,0.0
29,hudson.util.DaemonThreadFactory,0.0
30,hudson.model.ViewSEC1871Test,0.0
31,hudson.tasks.ArtifactArchiverTest.RemoveReadPermission,0.0
32,hudson.model.FingerprintTest,0.0
33,lib.form.ExpandableTextboxSEC1498Test.XssProperty,0.0
34,hudson.model.UpdateCenterPluginInstallTest,0.0
35,hudson.security.TokenBasedRememberMeServices2Test.InvalidUserWhenLoggingBackInRealm,0.0
36,jenkins.security.QueueItemAuthenticatorProvider.IteratorImpl,0.0
37,jenkins.model.Nodes,0.0
38,lib.form.RepeatableTest.Fruit,0.0
39,hudson.scm.ScmTest,0.0
40,hudson.os.WindowsUtilTest,0.0
41,hudson.console.ConsoleLogFilterTest.Impl.1,0.0
42,hudson.console.ConsoleAnnotatorTest.JustToIncludeScriptAnnotator,0.0
43,lib.form.PasswordTest.VulnerableProperty,0.0
44,jenkins.security.ClassFilterImplTest.M2SBuilder,0.0
45,org.jenkins.ui.icon.WeatherIcon.Status,0.0
46,hudson.slaves.NodePropertyTest,0.0
47,hudson.tasks.ArtifactArchiver.DescriptorImpl,0.0
48,hudson.model.queue.QueueTaskDispatcher,0.0
49,hudson.util.Iterators.8,0.0
50,hudson.util.Iterators.7,0.0
51,hudson.util.Iterators.6,0.0
52,lib.form.TextAreaTest.TextareaTestBuilder.DescriptorImpl,0.0
53,hudson.model.ViewPropertyDescriptor,0.0
54,hudson.util.Iterators.5,0.0
55,jenkins.telemetry.Telemetry,0.0
56,org.acegisecurity.AuthenticationServiceException,0.0
57,hudson.model.UserPropertyTest.UserProperty2,0.0
58,jenkins.security.LastGrantedAuthoritiesPropertyTest,0.0
59,jenkins.plugins.DetachedPluginsUtil,0.0
60,org.acegisecurity.AuthenticationTest.1CustomAuth,0.0
61,hudson.model.UserPropertyTest.UserProperty1,0.0
62,hudson.console.ConsoleAnnotationOutputStream,0.0
63,hudson.model.RunTest.FullNameChangingProject.DescriptorImpl,0.0
64,jenkins.security.ResourceDomainTest.RootActionImpl,0.0
