file,class,method,ATFD,ATLD,LAA,FDP,fanin,fanout,wmc,loc,returnsQty,variablesQty,parametersQty,loopQty,anonymousClassesQty,innerClassesQty
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\surfaceview\GLSurfaceView20.java,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceView20.1,sendDownUpKeyEventForBackwardCompatibility/1[int],8.0,0.0,0.0,2.0,1,0,1,5,0,1,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidSound.java,com.badlogic.gdx.backends.android.AndroidSound,loop/1[float],1.0,1.0,0.5,1.0,1,0,3,7,2,1,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidSound.java,com.badlogic.gdx.backends.android.AndroidSound,pause/1[long],0.0,0.0,-1.0,0.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidSound.java,com.badlogic.gdx.backends.android.AndroidSound,play/1[float],1.0,1.0,0.5,1.0,1,0,3,7,2,1,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidSound.java,com.badlogic.gdx.backends.android.AndroidSound,resume/1[long],0.0,0.0,-1.0,0.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidSound.java,com.badlogic.gdx.backends.android.AndroidSound,stop/1[long],0.0,0.0,-1.0,0.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidFileHandle.java,com.badlogic.gdx.backends.android.AndroidFileHandle,child/1[java.lang.String],4.0,2.0,0.33333334,2.0,0,1,2,5,2,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidFileHandle.java,com.badlogic.gdx.backends.android.AndroidFileHandle,list/1[java.lang.String],10.0,1.0,0.09090909,4.0,0,1,6,25,2,7,1,1,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidFileHandle.java,com.badlogic.gdx.backends.android.AndroidFileHandle,sibling/1[java.lang.String],5.0,0.0,0.0,4.0,0,0,2,5,1,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidZipFileHandle.java,com.badlogic.gdx.backends.android.AndroidZipFileHandle,child/1[java.lang.String],4.0,0.0,0.0,2.0,0,1,2,4,2,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidZipFileHandle.java,com.badlogic.gdx.backends.android.AndroidZipFileHandle,list/1[java.lang.String],5.0,2.0,0.2857143,4.0,0,3,5,18,1,7,1,1,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidZipFileHandle.java,com.badlogic.gdx.backends.android.AndroidZipFileHandle,sibling/1[java.lang.String],5.0,0.0,0.0,4.0,0,0,2,4,1,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\AndroidVisibilityListener.java,com.badlogic.gdx.backends.android.AndroidVisibilityListener.1,onSystemUiVisibilityChange/1[int],1.0,0.0,0.0,1.0,0,2,1,8,0,0,1,0,1,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\DefaultAndroidInput.java,com.badlogic.gdx.backends.android.DefaultAndroidInput,getAndroidInputType/1[com.badlogic.gdx.backends.android.OnscreenKeyboardType],14.0,0.0,0.0,2.0,2,0,6,24,1,1,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\DefaultAndroidInput.java,com.badlogic.gdx.backends.android.DefaultAndroidInput,getDeltaX/1[int],0.0,1.0,1.0,0.0,0,0,1,3,1,0,1,0,0,0
C:\Users\sugii syuji\gitProject\libgdx\backends\gdx-backend-android\src\com\badlogic\gdx\backends\android\DefaultAndroidInput.java,com.badlogic.gdx.backends.android.DefaultAndroidInput,getDeltaY/1[int],0.0,1.0,1.0,0.0,0,0,1,3,1,0,1,0,0,0
