file,class,type,dit_x,fanin_x,fanout_x,lcc_x,lcom*_x,loc_x,noc_x,rfc_x,innerClassesQty_x,totalFieldsQty_x,totalMethodsQty_x,wmc_x,NprotM_x,BOvR_x,ATFD_x,ATLD_x,LAA_x,BUR_x,FDP_x,line_x,dit_y,fanin_y,fanout_y,lcc_y,lcom*_y,loc_y,noc_y,rfc_y,innerClassesQty_y,totalFieldsQty_y,totalMethodsQty_y,wmc_y,NprotM_y,BOvR_y,ATFD_y,ATLD_y,LAA_y,BUR_y,FDP_y,line_y,GodClass
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Client.java,redis.clients.jedis.Client,class,3,13,44,0.0,0.0,1064,0,305,0,0,320,360,2.0,0.0,92.0,0.0,0.0,0.0,14.0,22,3.0,13.0,39.0,0.0,0.0,1021.0,0.0,296.0,0.0,0.0,309.0,344.0,2.0,0.0,83.0,0.0,0.0,0.0,11.0,18.0,1.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\ListCommandsTest.java,redis.clients.jedis.tests.commands.ListCommandsTest,class,2,0,9,1.0,0.7228572,655,0,93,0,14,25,35,3.0,0.0,54.0,285.0,0.84070796,0.33333334,6.0,28,2.0,0.0,9.0,1.0,0.7228572,655.0,0.0,93.0,0.0,14.0,25.0,35.0,3.0,0.0,54.0,285.0,0.84070796,0.33333334,6.0,28.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BuilderFactory.java,redis.clients.jedis.BuilderFactory.43,anonymous,1,0,4,0.0,0.6666667,29,0,7,0,1,3,5,0.0,0.33333334,8.0,1.0,0.11111111,-1.0,3.0,997,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BuilderFactory.java,redis.clients.jedis.BuilderFactory.42,anonymous,1,0,4,0.0,0.6666667,29,0,7,0,1,3,5,0.0,0.33333334,8.0,1.0,0.11111111,-1.0,2.0,950,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\StreamEntryID.java,redis.clients.jedis.StreamEntryID,class,1,37,1,0.5833333,0.75757575,69,0,8,0,6,11,17,0.0,-1.0,2.0,20.0,0.90909094,-1.0,1.0,6,1.0,33.0,1.0,0.5833333,0.75757575,69.0,0.0,8.0,0.0,6.0,11.0,17.0,0.0,-1.0,2.0,20.0,0.90909094,-1.0,1.0,6.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BuilderFactory.java,redis.clients.jedis.BuilderFactory.41,anonymous,1,0,4,0.0,0.6666667,25,0,4,0,1,3,4,0.0,0.33333334,14.0,1.0,0.06666667,-1.0,2.0,913,1.0,0.0,5.0,0.0,0.0,20.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.5,6.0,0.0,0.0,-1.0,1.0,989.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BuilderFactory.java,redis.clients.jedis.BuilderFactory.40,anonymous,1,0,5,0.0,0.0,21,0,5,0,0,2,4,0.0,0.5,4.0,0.0,0.0,-1.0,1.0,885,1.0,0.0,4.0,0.0,0.6666667,29.0,0.0,7.0,0.0,1.0,3.0,5.0,0.0,0.33333334,8.0,1.0,0.11111111,-1.0,3.0,943.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BuilderFactory.java,redis.clients.jedis.BuilderFactory.45,anonymous,1,0,5,,0.0,37,0,6,0,0,1,9,0.0,1.0,13.0,0.0,0.0,-1.0,1.0,1100,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BuilderFactory.java,redis.clients.jedis.BuilderFactory.44,anonymous,1,0,5,0.0,0.0,20,0,6,0,0,2,4,0.0,0.5,6.0,0.0,0.0,-1.0,1.0,1043,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\UdsTest.java,redis.clients.jedis.tests.UdsTest,class,1,0,5,,0.0,46,0,2,1,0,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,18,1.0,0.0,5.0,,0.0,46.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,18.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\SSLJedisWithCompleteCredentialsTest.java,redis.clients.jedis.tests.SSLJedisWithCompleteCredentialsTest.1,anonymous,1,0,0,0.0,0.0,11,0,0,0,0,3,3,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,275,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,275.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisSentinelTest.java,redis.clients.jedis.tests.JedisSentinelTest,class,1,1,8,0.47619048,0.77777773,133,0,28,0,10,9,17,0.0,-1.0,17.0,29.0,0.6304348,-1.0,3.0,21,1.0,1.0,8.0,0.47619048,0.77777773,133.0,0.0,28.0,0.0,10.0,9.0,17.0,0.0,-1.0,17.0,29.0,0.6304348,-1.0,3.0,21.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\args\SaveMode.java,redis.clients.jedis.args.SaveMode,enum,1,3,2,,0.0,10,0,2,0,1,2,2,0.0,0.0,0.0,2.0,1.0,-1.0,0.0,5,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\IOUtils.java,redis.clients.jedis.util.IOUtils,class,1,2,0,,0.0,13,0,1,0,0,2,4,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,6,1.0,2.0,0.0,,0.0,13.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,6.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\SSLJedisClusterWithCompleteCredentialsTest.java,redis.clients.jedis.tests.SSLJedisClusterWithCompleteCredentialsTest.LocalhostVerifier,innerclass,2,0,1,,0.0,8,0,2,0,0,1,2,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,239,2.0,0.0,1.0,,0.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,239.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\GeoUnit.java,redis.clients.jedis.GeoUnit,enum,1,22,2,,0.0,5,0,3,0,1,1,1,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,5,1.0,22.0,2.0,,0.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,5.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\params\ZIncrByParams.java,redis.clients.jedis.params.ZIncrByParams,class,2,18,4,0.3,0.6666667,31,0,7,0,3,5,7,3.0,0.0,0.0,7.0,1.0,0.6666667,0.0,22,2.0,18.0,4.0,0.3,0.6666667,31.0,0.0,7.0,0.0,3.0,5.0,7.0,3.0,0.0,0.0,7.0,1.0,0.6666667,0.0,22.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\SSLJedisClusterTest.java,redis.clients.jedis.tests.SSLJedisClusterTest,class,3,0,12,0.8333333,0.3,154,0,14,1,5,12,17,1.0,0.0,20.0,66.0,0.76744187,0.0,4.0,26,3.0,0.0,12.0,0.8333333,0.3,154.0,0.0,14.0,1.0,5.0,12.0,17.0,1.0,0.0,20.0,66.0,0.76744187,0.0,4.0,26.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\VariadicCommandsTest.java,redis.clients.jedis.tests.commands.VariadicCommandsTest,class,2,0,6,1.0,0.3333333,121,0,37,0,5,6,6,3.0,0.0,0.0,62.0,1.0,0.0,0.0,17,2.0,0.0,6.0,1.0,0.3333333,121.0,0.0,37.0,0.0,5.0,6.0,6.0,3.0,0.0,0.0,62.0,1.0,0.0,0.0,17.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Builder.java,redis.clients.jedis.Builder,class,1,29,1,,0.0,3,0,0,0,0,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,3,1.0,25.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,3.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\commands\ScriptingCommands.java,redis.clients.jedis.commands.ScriptingCommands,interface,1,1,0,0.0,0.0,11,0,0,0,0,9,9,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,5,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,5.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\SentinelCommandsTest.java,redis.clients.jedis.tests.commands.SentinelCommandsTest,class,1,0,4,1.0,0.4166667,42,0,16,0,4,3,3,0.0,-1.0,13.0,6.0,0.31578946,-1.0,3.0,13,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisPoolTest.java,redis.clients.jedis.tests.JedisPoolTest.1CrashingJedis,innerclass,3,0,1,,0.0,5,0,0,0,0,1,1,9.0,1.0,0.0,0.0,-1.0,0.0,0.0,231,3.0,0.0,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,-1.0,0.0,0.0,231.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisPoolWithCompleteCredentialsTest.java,redis.clients.jedis.tests.JedisPoolWithCompleteCredentialsTest.1,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,285,1.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,285.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisPoolWithCompleteCredentialsTest.java,redis.clients.jedis.tests.JedisPoolWithCompleteCredentialsTest.2,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,312,1.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,312.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\exceptions\JedisNoScriptException.java,redis.clients.jedis.exceptions.JedisNoScriptException,class,6,3,1,0.0,1.0,12,0,0,0,1,3,3,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3,6.0,3.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\RedisOutputStream.java,redis.clients.jedis.util.RedisOutputStream,class,3,5,3,0.35714287,0.72222227,87,0,7,0,6,9,21,0.0,0.0,6.0,27.0,0.8181818,-1.0,1.0,12,3.0,5.0,3.0,0.35714287,0.72222227,87.0,0.0,7.0,0.0,6.0,9.0,21.0,0.0,0.0,6.0,27.0,0.8181818,-1.0,1.0,12.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BitPosParams.java,redis.clients.jedis.BitPosParams,class,1,10,2,0.5,0.25,15,0,3,0,1,4,4,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,8,1.0,10.0,2.0,0.5,0.25,15.0,0.0,3.0,0.0,1.0,4.0,4.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,8.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\commands\BinaryJedisClusterCommands.java,redis.clients.jedis.commands.BinaryJedisClusterCommands,interface,1,2,23,0.0,0.0,199,0,2,0,0,193,193,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,10,1.0,2.0,22.0,0.0,0.0,197.0,0.0,2.0,0.0,0.0,191.0,191.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,10.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\ShardedJedisPoolTest.java,redis.clients.jedis.tests.ShardedJedisPoolTest.1,anonymous,1,0,1,,0.0,6,0,2,0,0,1,1,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,273,,,,,,,,,,,,,,,,,,,,,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BitOP.java,redis.clients.jedis.BitOP,enum,1,14,2,-1.0,0.0,5,0,2,0,1,1,1,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,3,1.0,14.0,2.0,-1.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,3.0,0.0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\ProtocolTest.java,redis.clients.jedis.tests.ProtocolTest.1,anonymous,1,0,0,,0.0,5,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,51,1.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,51.0,0.0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\params\LPosParams.java,redis.clients.jedis.params.LPosParams,class,2,18,5,0.5,0.5,28,0,9,0,2,4,6,3.0,0.0,2.0,8.0,0.8,0.6666667,1.0,9,2.0,18.0,5.0,0.5,0.5,28.0,0.0,9.0,0.0,2.0,4.0,6.0,3.0,0.0,2.0,8.0,0.8,0.6666667,1.0,9.0,0.0
